route_id,vehicle_type,power_type,vehicle_instance,unit_sequence,customer_sequence,unit_type_sequence,departure_min,departure_hhmm,return_min,return_hhmm,route_cost,startup_cost,energy_cost,carbon_cost,waiting_cost,late_cost,total_wait_min,total_late_min,fuel_l,electricity_kwh,reference_fuel_l,reference_electricity_kwh,route_distance_km,after_hours_travel_km,after_hours_service_count,after_hours_return_flag,late_positive_stop_count,max_late_min,load_used_kg,load_used_m3,weight_utilization,volume_utilization
20,ev_3000,ev,5,"105,64",0->51->27->0,mandatory_split->mandatory_split,482,16:02,807.0,21:27,540.61114,400.0,108.035568,21.452307,0.0,11.123265,0.0,13.347918,0.0,65.875346,50.215846,65.875346,170.46133,24.891331,0,1,1,13.347918,2805.321112,7.57968,0.935107,0.505312
21,ev_3000,ev,6,"109,119",0->52->54->0,mandatory_split->mandatory_split,371,14:11,728.6,20:09,558.377112,400.0,132.138714,26.238398,0.0,0.0,0.0,0.0,0.0,80.572387,61.121316,80.572387,203.60775,0.0,0,0,0,0.0,2999.2024,8.558057,0.999734,0.570537
22,ev_3000,ev,7,"110,42,118,50",0->52->89->54->98->0,mandatory_split->normal->mandatory_split->normal,332,13:32,836.1,21:56,611.401647,400.0,176.312898,35.009936,0.078813,0.0,0.236438,0.0,0.0,107.507865,81.479711,107.507865,275.935655,51.663574,0,1,0,0.0,2851.7969,8.81989,0.950599,0.587993
23,ev_3000,ev,8,162,0->70->0,mandatory_split,52,08:52,434.8,15:15,585.285007,400.0,154.588768,30.696239,0.0,0.0,0.0,0.0,0.0,94.261444,71.465568,94.261444,240.481201,0.0,0,0,0,0.0,2693.9674,8.73545,0.897989,0.582363
24,ev_3000,ev,9,163,0->70->0,mandatory_split,52,08:52,434.8,15:15,587.965398,400.0,156.825098,31.140301,0.0,0.0,0.0,0.0,0.0,95.62506,72.508834,95.62506,240.481201,0.0,0,0,0,0.0,2980.6836,7.63028,0.993561,0.508685
25,ev_3000,ev,10,"167,15,173",0->73->32->75->0,mandatory_split->normal->mandatory_split,146,10:26,671.4,19:11,672.398049,400.0,166.054169,32.97289,0.008403,73.362587,0.025208,88.035105,0.0,101.252542,77.455062,101.252542,244.704069,0.0,0,0,2,59.425797,2951.770795,7.35383,0.983924,0.490255
26,fuel_1500,fuel,1,2,0->4->0,normal,682,19:22,792.4,21:12,596.866758,400.0,161.690998,35.17576,0.0,0.0,0.0,0.0,21.247175,0.0,21.247175,28.234201,70.058342,11.435009,0,1,0,0.0,1443.5621,3.490997,0.962375,0.323241
27,fuel_1500,fuel,2,5,0->11->0,normal,115,09:55,349.8,13:50,724.500847,400.0,266.519682,57.981164,0.0,0.0,0.0,0.0,35.022297,0.0,35.022297,45.746676,114.766396,0.0,0,0,0,0.0,1325.5301,4.36316,0.883687,0.403996
28,fuel_1500,fuel,3,10,0->24->0,normal,460,15:40,668.7,19:09,665.449351,400.0,218.01939,47.429961,0.0,0.0,0.0,0.0,28.649066,0.0,28.649066,37.292942,94.182564,0.0,0,0,0,0.0,1262.1673,2.95599,0.841445,0.273703
29,fuel_1500,fuel,4,"12,116",0->26->54->0,normal->mandatory_split,396,14:36,728.7,20:09,910.803981,400.0,419.534544,91.269437,0.0,0.0,0.0,0.0,55.129375,0.0,55.129375,72.470165,180.611376,0.0,0,0,0,0.0,1486.868593,3.30905,0.991246,0.306394
30,fuel_1500,fuel,5,20,0->38->0,normal,103,09:43,362.0,14:02,783.50325,400.0,314.979654,68.523596,0.0,0.0,0.0,0.0,41.390231,0.0,41.390231,54.280583,137.190826,0.0,0,0,0,0.0,1261.7326,4.06727,0.841155,0.376599
31,fuel_1500,fuel,6,29,0->76->0,normal,60,09:00,184.6,11:05,607.700737,400.0,170.589184,37.111554,0.0,0.0,0.0,0.0,22.41645,0.0,22.41645,29.673192,75.248642,0.0,0,0,0,0.0,1256.3017,4.028617,0.837534,0.37302
32,fuel_1500,fuel,7,34,0->81->0,normal,445,15:25,680.0,19:20,722.19988,400.0,264.629848,57.570032,0.0,0.0,0.0,0.0,34.773962,0.0,34.773962,45.36414,113.583519,0.0,0,0,0,0.0,1343.6123,3.64803,0.895742,0.337781
33,fuel_1500,fuel,8,35,0->82->0,normal,115,09:55,354.2,13:54,743.122172,400.0,281.813787,61.308386,0.0,0.0,0.0,0.0,37.032035,0.0,37.032035,48.384061,119.117493,0.0,0,0,0,0.0,1493.082,4.67276,0.995388,0.432663
34,fuel_1500,fuel,9,51,0->6->0,mandatory_split,146,10:26,334.8,13:35,636.058159,400.0,193.879758,42.178401,0.0,0.0,0.0,0.0,25.476972,0.0,25.476972,33.088412,81.276268,0.0,0,0,0,0.0,1499.0391,5.17355,0.999359,0.479032
35,fuel_1500,fuel,10,53,0->7->0,mandatory_split,300,13:00,474.6,15:55,751.236099,400.0,288.477933,62.758166,0.0,0.0,0.0,0.0,37.907744,0.0,37.907744,50.46257,124.405457,0.0,0,0,0,0.0,1499.2446,3.51113,0.999496,0.325105
36,fuel_1500,fuel,11,54,0->7->0,mandatory_split,300,13:00,474.6,15:55,751.258425,400.0,288.49627,62.762155,0.0,0.0,0.0,0.0,37.910154,0.0,37.910154,50.465796,124.405457,0.0,0,0,0,0.0,1499.8194,4.16778,0.99988,0.385906
37,fuel_1500,fuel,12,56,0->7->0,mandatory_split,300,13:00,474.6,15:55,751.257477,400.0,288.495491,62.761986,0.0,0.0,0.0,0.0,37.910051,0.0,37.910051,50.465659,124.405457,0.0,0,0,0,0.0,1499.795,3.431727,0.999863,0.317752
38,fuel_1500,fuel,13,79,0->42->0,mandatory_split,62,09:02,317.0,13:17,752.475118,400.0,289.495567,62.979551,0.0,0.0,0.0,0.0,38.041467,0.0,38.041467,49.894378,125.136368,0.0,0,0,0,0.0,1314.856,3.252882,0.876571,0.301193
39,fuel_1500,fuel,14,81,0->43->0,mandatory_split,475,15:55,659.7,19:00,617.970222,400.0,179.023737,38.946485,0.0,0.0,0.0,0.0,23.524801,0.0,23.524801,30.536861,77.177078,0.0,0,0,0,0.0,1247.5221,2.62516,0.831681,0.24307
40,fuel_1500,fuel,15,82,0->43->0,mandatory_split,475,15:55,659.7,19:00,619.309447,400.0,180.123672,39.185775,0.0,0.0,0.0,0.0,23.669339,0.0,23.669339,30.725218,77.177078,0.0,0,0,0,0.0,1301.829,5.07067,0.867886,0.469506
41,fuel_1500,fuel,16,83,0->43->0,mandatory_split,475,15:55,659.7,19:00,617.983973,400.0,179.035031,38.948942,0.0,0.0,0.0,0.0,23.526285,0.0,23.526285,30.538795,77.177078,0.0,0,0,0,0.0,1248.0797,3.09064,0.832053,0.28617
42,fuel_1500,fuel,17,84,0->43->0,mandatory_split,475,15:55,659.7,19:00,618.380269,400.0,179.360518,39.019751,0.0,0.0,0.0,0.0,23.569056,0.0,23.569056,30.594532,77.177078,0.0,0,0,0,0.0,1264.1499,2.83041,0.842767,0.262075
43,fuel_1500,fuel,18,"85,67",0->44->28->0,mandatory_split->mandatory_split,486,16:06,795.1,21:15,752.035718,400.0,282.756324,61.513434,7.76596,0.0,23.297879,0.0,37.15589,0.0,37.15589,48.154957,121.401168,13.92024,0,1,0,0.0,1461.5012,4.38651,0.974334,0.406158
44,fuel_1500,fuel,19,88,0->44->0,mandatory_split,462,15:42,668.3,19:08,661.014087,400.0,214.37661,46.637477,0.0,0.0,0.0,0.0,28.170382,0.0,28.170382,36.662858,92.727798,0.0,0,0,0,0.0,1248.217,3.17884,0.832145,0.294337
45,fuel_1500,fuel,20,89,0->45->0,mandatory_split,398,14:38,573.3,17:33,643.692768,400.0,200.15023,43.542538,0.0,0.0,0.0,0.0,26.30095,0.0,26.30095,34.366173,84.711662,0.0,0,0,0,0.0,1498.4436,3.37433,0.998962,0.312438
46,fuel_1500,fuel,21,91,0->45->0,mandatory_split,398,14:38,573.3,17:33,643.731092,400.0,200.181706,43.549386,0.0,0.0,0.0,0.0,26.305086,0.0,26.305086,34.371635,84.711662,0.0,0,0,0,0.0,1499.8758,3.59683,0.999917,0.33304
47,fuel_1500,fuel,22,98,0->49->0,mandatory_split,300,13:00,356.3,13:56,494.003394,400.0,77.207055,16.796339,0.0,0.0,0.0,0.0,10.145474,0.0,10.145474,13.583443,33.455914,0.0,0,0,0,0.0,1499.6967,4.33161,0.999798,0.401075
48,fuel_1500,fuel,23,99,0->49->0,mandatory_split,300,13:00,356.3,13:56,493.975915,400.0,77.184486,16.791429,0.0,0.0,0.0,0.0,10.142508,0.0,10.142508,13.579473,33.455914,0.0,0,0,0,0.0,1497.0659,5.30088,0.998044,0.490822
49,fuel_1500,fuel,24,100,0->49->0,mandatory_split,300,13:00,356.3,13:56,493.902877,400.0,77.124498,16.778379,0.0,0.0,0.0,0.0,10.134625,0.0,10.134625,13.568919,33.455914,0.0,0,0,0,0.0,1490.0734,3.90646,0.993382,0.361709
50,fuel_1500,fuel,25,106,0->51->0,mandatory_split,482,16:02,667.0,19:07,625.343348,400.0,185.079448,40.2639,0.0,0.0,0.0,0.0,24.320558,0.0,24.320558,31.57416,79.737175,0.0,0,0,0,0.0,1246.334755,3.87228,0.83089,0.358544
51,fuel_1500,fuel,26,114,0->53->0,mandatory_split,627,18:27,694.4,19:34,516.652947,400.0,95.809631,20.843316,0.0,0.0,0.0,0.0,12.589965,0.0,12.589965,16.82659,41.427246,0.0,0,0,0,0.0,1498.4656,3.52428,0.998977,0.326322
52,fuel_1500,fuel,27,121,0->55->0,mandatory_split,444,15:24,699.5,19:40,781.20864,400.0,313.09504,68.1136,0.0,0.0,0.0,0.0,41.142581,0.0,41.142581,53.711287,132.086609,0.0,0,0,0,0.0,1498.5906,3.26315,0.99906,0.302144
53,fuel_1500,fuel,28,126,0->56->0,mandatory_split,300,13:00,536.5,16:56,855.606462,400.0,374.199608,81.406854,0.0,0.0,0.0,0.0,49.17209,0.0,49.17209,65.214732,160.903809,0.0,0,0,0,0.0,1497.1642,3.16719,0.998109,0.293258
54,fuel_1500,fuel,29,128,0->57->0,mandatory_split,366,14:06,469.1,15:49,566.286834,400.0,136.575034,29.7118,0.0,0.0,0.0,0.0,17.946785,0.0,17.946785,23.766923,60.313583,0.0,0,0,0,0.0,1249.5072,3.40253,0.833005,0.315049
55,fuel_1500,fuel,30,129,0->57->0,mandatory_split,366,14:06,469.1,15:49,569.175864,400.0,138.947858,30.228006,0.0,0.0,0.0,0.0,18.258588,0.0,18.258588,24.184386,60.313583,0.0,0,0,0,0.0,1402.9315,4.10264,0.935288,0.379874
56,fuel_1500,fuel,31,130,0->57->0,mandatory_split,366,14:06,469.1,15:49,566.279467,400.0,136.568984,29.710484,0.0,0.0,0.0,0.0,17.94599,0.0,17.94599,23.765858,60.313583,0.0,0,0,0,0.0,1249.116,3.04475,0.832744,0.281921
57,fuel_1500,fuel,32,131,0->57->0,mandatory_split,366,14:06,469.1,15:49,566.249755,400.0,136.54458,29.705175,0.0,0.0,0.0,0.0,17.942783,0.0,17.942783,23.761565,60.313583,0.0,0,0,0,0.0,1247.5381,3.31334,0.831692,0.306791
58,fuel_1500,fuel,33,132,0->57->0,mandatory_split,366,14:06,469.1,15:49,570.261031,400.0,139.839129,30.421902,0.0,0.0,0.0,0.0,18.375707,0.0,18.375707,24.341192,60.313583,0.0,0,0,0,0.0,1460.5602,3.05127,0.973707,0.282525
59,fuel_1500,fuel,34,136,0->60->0,mandatory_split,115,09:55,194.5,11:14,505.241894,400.0,86.437482,18.804412,0.0,0.0,0.0,0.0,11.358408,0.0,11.358408,14.867755,36.748184,0.0,0,0,0,0.0,1499.6398,3.57051,0.99976,0.330603
60,fuel_1500,fuel,35,143,0->61->0,mandatory_split,205,11:25,426.8,15:07,727.191064,400.0,268.729217,58.461847,0.0,0.0,0.0,0.0,35.312643,0.0,35.312643,46.319595,113.846992,0.0,0,0,0,0.0,1468.3959,6.95016,0.978931,0.643533
61,fuel_1500,fuel,36,153,0->65->0,mandatory_split,466,15:46,664.7,19:05,651.756301,400.0,206.772987,44.983314,0.0,0.0,0.0,0.0,27.17122,0.0,27.17122,35.332339,86.874535,0.0,0,0,0,0.0,1498.1363,5.01876,0.998758,0.4647
62,fuel_1500,fuel,37,154,0->65->0,mandatory_split,467,15:47,665.1,19:05,644.866329,400.0,201.114101,43.752227,0.0,0.0,0.0,0.0,26.427609,0.0,26.427609,34.364483,86.874535,0.0,0,0,0,0.0,1249.7897,2.12534,0.833193,0.196791
63,fuel_1500,fuel,38,155,0->65->0,mandatory_split,467,15:47,665.1,19:05,645.317848,400.0,201.484944,43.832904,0.0,0.0,0.0,0.0,26.47634,0.0,26.47634,34.427973,86.874535,0.0,0,0,0,0.0,1266.0502,3.214783,0.844033,0.297665
64,fuel_1500,fuel,39,156,0->65->0,mandatory_split,467,15:47,665.1,19:05,644.843545,400.0,201.095389,43.748156,0.0,0.0,0.0,0.0,26.42515,0.0,26.42515,34.361279,86.874535,0.0,0,0,0,0.0,1248.9692,3.36271,0.832646,0.311362
65,fuel_1500,fuel,40,157,0->65->0,mandatory_split,467,15:47,665.1,19:05,645.972921,400.0,202.02297,43.949951,0.0,0.0,0.0,0.0,26.547039,0.0,26.547039,34.520087,86.874535,0.0,0,0,0,0.0,1289.6413,4.2575,0.859761,0.394213
66,fuel_1500,fuel,41,158,0->68->0,mandatory_split,652,18:52,801.4,21:21,687.48747,400.0,236.119782,51.367688,0.0,0.0,0.0,0.0,31.027567,0.0,31.027567,41.260803,101.777023,19.74452,0,1,0,0.0,1495.6782,3.40098,0.997119,0.314906
67,fuel_1500,fuel,42,160,0->68->0,mandatory_split,652,18:52,801.4,21:21,687.566489,400.0,236.184682,51.381807,0.0,0.0,0.0,0.0,31.036095,0.0,31.036095,41.272221,101.777023,19.74452,0,1,0,0.0,1498.165,3.19567,0.998777,0.295895
68,fuel_1500,fuel,43,161,0->68->0,mandatory_split,652,18:52,801.4,21:21,687.580572,400.0,236.196249,51.384323,0.0,0.0,0.0,0.0,31.037615,0.0,31.037615,41.274256,101.777023,19.74452,0,1,0,0.0,1498.6082,3.71238,0.999072,0.343739
69,fuel_1500,fuel,44,170,0->74->0,mandatory_split,292,12:52,484.7,16:05,770.006216,400.0,303.884927,66.109946,0.0,0.011342,0.0,0.013611,39.932316,0.0,39.932316,53.041201,131.671753,0.0,0,0,1,0.013611,1434.12,3.67297,0.95608,0.34009
70,fuel_1500,fuel,45,171,0->74->0,mandatory_split,292,12:52,484.7,16:05,772.327482,400.0,305.791434,66.524705,0.0,0.011342,0.0,0.013611,40.182843,0.0,40.182843,53.375774,131.671753,0.0,0,0,1,0.013611,1490.4,3.43674,0.9936,0.318217
71,fuel_1500,fuel,46,172,0->74->0,mandatory_split,292,12:52,484.7,16:05,772.456522,400.0,305.897418,66.547762,0.0,0.011342,0.0,0.013611,40.19677,0.0,40.19677,53.394373,131.671753,0.0,0,0,1,0.013611,1493.528634,3.82901,0.995686,0.354538
72,fuel_3000,fuel,1,"1,69,31",0->3->31->78->0,normal->mandatory_split->normal,358,13:58,829.2,21:49,929.343459,400.0,397.401512,86.454412,45.487535,0.0,136.462606,0.0,52.220961,0.0,52.220961,68.701263,167.888688,45.390235,0,1,0,0.0,2901.9798,7.07534,0.967327,0.524099
73,fuel_3000,fuel,2,"4,14",0->9->30->0,normal->normal,107,09:47,306.7,13:07,611.57437,400.0,173.770684,37.803687,0.0,0.0,0.0,0.0,22.834518,0.0,22.834518,29.597558,70.92381,0.0,0,0,0,0.0,2912.191131,7.3825,0.97073,0.546852
74,fuel_3000,fuel,3,"6,111,0",0->12->52->2->0,normal->mandatory_split->normal,377,14:17,713.0,19:53,828.636086,400.0,350.186157,76.182745,0.14355,2.123634,0.430649,2.548361,46.016578,0.0,46.016578,60.457649,157.560776,0.0,0,0,1,2.548361,2997.1317,7.355391,0.999044,0.544844
75,fuel_3000,fuel,4,11,0->25->0,normal,483,16:03,654.3,18:54,591.501207,400.0,157.284153,34.217054,0.0,0.0,0.0,0.0,20.668088,0.0,20.668088,26.769329,67.482307,0.0,0,0,0,0.0,2528.1351,5.33839,0.842712,0.395436
76,fuel_3000,fuel,5,21,0->40->0,normal,463,15:43,686.4,19:26,709.701507,400.0,254.364659,55.336848,0.0,0.0,0.0,0.0,33.425054,0.0,33.425054,43.559493,108.888313,0.0,0,0,0,0.0,2691.1358,7.9507,0.897045,0.588941
77,fuel_3000,fuel,6,22,0->41->0,normal,245,12:05,438.4,15:18,716.434814,400.0,259.878507,56.536381,0.0,0.019925,0.0,0.023911,34.149607,0.0,34.149607,45.090102,112.020737,0.0,0,0,1,0.023911,2786.4185,7.943983,0.928806,0.588443
78,fuel_3000,fuel,7,23,0->47->0,normal,638,18:38,693.9,19:34,491.881253,400.0,75.464094,16.417159,0.0,0.0,0.0,0.0,9.916438,0.0,9.916438,13.276796,33.060608,0.0,0,0,0,0.0,2803.414845,8.09606,0.934472,0.599708
79,fuel_3000,fuel,8,24,0->58->0,normal,314,13:14,486.4,16:06,733.649461,400.0,274.033641,59.615821,0.0,0.0,0.0,0.0,36.009677,0.0,36.009677,47.858711,118.440201,0.0,0,0,0,0.0,2933.964,9.833463,0.977988,0.728405
80,fuel_3000,fuel,9,"25,8",0->66->16->0,normal->normal,68,09:08,308.2,13:08,684.398566,400.0,233.582797,50.815769,0.0,0.0,0.0,0.0,30.694191,0.0,30.694191,40.191765,99.638684,0.0,0,0,0,0.0,2910.978817,8.8727,0.970326,0.657237
81,fuel_3000,fuel,10,26,0->67->0,normal,665,19:05,810.0,21:30,685.781197,400.0,234.718383,51.062815,0.0,0.0,0.0,0.0,30.843414,0.0,30.843414,41.0814,101.908287,27.616621,0,1,0,0.0,2885.641443,8.92494,0.96188,0.661107
82,fuel_3000,fuel,11,"27,33",0->69->80->0,normal->normal,405,14:45,680.2,19:20,769.026308,400.0,303.089423,65.936885,0.0,0.0,0.0,0.0,39.827782,0.0,39.827782,52.116525,130.561199,0.0,0,0,0,0.0,2795.2264,7.9669,0.931742,0.590141
83,fuel_3000,fuel,12,28,0->72->0,normal,630,18:30,751.4,20:31,630.829847,400.0,189.58563,41.244217,0.0,0.0,0.0,0.0,24.912698,0.0,24.912698,33.187414,83.068665,0.0,0,0,0,0.0,2725.3232,7.50056,0.908441,0.555597
84,fuel_3000,fuel,13,"36,44,30",0->83->91->77->0,normal->normal->normal,393,14:33,823.8,21:44,947.630578,400.0,431.606035,93.895581,22.128963,0.0,66.386888,0.0,56.715642,0.0,56.715642,74.547965,197.428837,40.367559,0,1,0,0.0,2965.5427,8.281,0.988514,0.613407
85,fuel_3000,fuel,14,"38,32",0->85->79->0,normal->normal,83,09:23,341.0,13:41,718.316537,400.0,261.440373,56.876164,0.0,0.0,0.0,0.0,34.354845,0.0,34.354845,45.063037,116.115357,0.0,0,0,0,0.0,2908.9603,8.78747,0.969653,0.650924
86,fuel_3000,fuel,15,"41,57",0->88->8->0,normal->mandatory_split,119,09:59,323.5,13:24,621.237477,400.0,181.707206,39.530271,0.0,0.0,0.0,0.0,23.877425,0.0,23.877425,30.958308,75.279096,0.0,0,0,0,0.0,2892.087703,8.9255,0.964029,0.661148
87,fuel_3000,fuel,16,"45,104",0->92->51->0,normal->mandatory_split,461,15:41,666.7,19:07,621.199769,400.0,178.512272,38.835216,0.824404,3.027876,2.473213,3.633451,23.457592,0.0,23.457592,30.494507,79.664629,0.0,0,0,1,3.633451,2773.7716,6.45771,0.924591,0.478349
88,fuel_3000,fuel,17,"47,127",0->94->56->0,normal->mandatory_split,300,13:00,544.7,17:05,796.485757,400.0,325.642472,70.843285,0.0,0.0,0.0,0.0,42.791389,0.0,42.791389,56.61963,145.308653,0.0,0,0,0,0.0,2579.6287,7.84239,0.859876,0.580918
89,fuel_3000,fuel,18,52,0->6->0,mandatory_split,146,10:26,334.8,13:35,635.750569,400.0,193.627127,42.123442,0.0,0.0,0.0,0.0,25.443775,0.0,25.443775,33.045422,81.276268,0.0,0,0,0,0.0,2974.6041,6.80965,0.991535,0.504419
90,fuel_3000,fuel,19,55,0->7->0,mandatory_split,300,13:00,474.6,15:55,750.573574,400.0,287.933787,62.639787,0.0,0.0,0.0,0.0,37.83624,0.0,37.83624,50.366835,124.405457,0.0,0,0,0,0.0,2964.3738,7.3665,0.988125,0.545667
91,fuel_3000,fuel,20,58,0->8->0,mandatory_split,154,10:34,323.4,13:23,592.474598,400.0,158.083621,34.390977,0.0,0.0,0.0,0.0,20.773143,0.0,20.773143,26.90013,66.054893,0.0,0,0,0,0.0,2996.1652,7.59747,0.998722,0.562776
92,fuel_3000,fuel,21,59,0->8->0,mandatory_split,154,10:34,323.4,13:23,592.506454,400.0,158.109784,34.396669,0.0,0.0,0.0,0.0,20.776581,0.0,20.776581,26.904613,66.054893,0.0,0,0,0,0.0,2999.18642,11.94637,0.999729,0.884916
93,fuel_3000,fuel,22,60,0->8->0,mandatory_split,154,10:34,323.4,13:23,592.514311,400.0,158.116238,34.398073,0.0,0.0,0.0,0.0,20.777429,0.0,20.777429,26.905719,66.054893,0.0,0,0,0,0.0,2999.9316,8.09516,0.999977,0.599641
94,fuel_3000,fuel,23,"61,102",0->10->50->0,mandatory_split->mandatory_split,648,18:48,856.5,22:16,792.967218,400.0,322.752619,70.214599,0.0,0.0,0.0,0.0,42.411645,0.0,42.411645,56.523721,142.477371,70.491241,0,1,0,0.0,2860.8258,8.923881,0.953609,0.661028
95,fuel_3000,fuel,24,"63,66",0->10->28->0,mandatory_split->mandatory_split,646,18:46,864.1,22:24,819.200621,400.0,328.649097,71.497374,0.228336,18.825814,0.685009,22.590977,43.186478,0.0,43.186478,57.458933,144.419231,61.301907,0,1,1,22.590977,2963.6821,7.93149,0.987894,0.587518
96,fuel_3000,fuel,25,70,0->31->0,mandatory_split,451,15:31,674.8,19:15,703.901628,400.0,249.601091,54.300537,0.0,0.0,0.0,0.0,32.799092,0.0,32.799092,42.753895,105.217102,0.0,0,0,0,0.0,2993.52505,6.898755,0.997842,0.511019
